Identyfikator projektu,Nazwa projektu,Identyfikator podmiotu,Rodzaj projektu,Koszt,Data rozpoczęcia,Data zakończenia,Identyfikator projektu architektonicznego,
638,WODOCIĄGOWY-8102,48,PRZECIWGROMOWY,38885,02/03/2011,03/03/2011,15343,
639,WODOCIĄGOWY-4540,175,PRZECIWGROMOWY,13825,01/01/0001,31/01/0002,2819,
640,WODOCIĄGOWY-200,167,GRZEWCZY,52240,01/01/0001,16/10/0002,4687,
641,WODOCIĄGOWY-6996,247,PRZECIWGROMOWY,62510,18/03/2011,26/03/2011,16521,
642,WODOCIĄGOWY-1450,275,OGRODNICZY,3625,01/01/0001,26/05/0001,1393,
643,WODOCIĄGOWY-8931,20,WODOCIĄGOWY,39105,01/01/0001,13/12/0002,8551,
644,WODOCIĄGOWY-8751,228,ELEKTRYCZNY,129450,01/01/0001,23/09/0005,2329,
645,WODOCIĄGOWY-482,127,PRZECIWGROMOWY,51765,01/01/0001,19/01/0005,2036,
646,WODOCIĄGOWY-1992,294,PRZECIWGROMOWY,65520,01/01/0001,16/02/0006,5347,
647,WODOCIĄGOWY-9618,270,GRZEWCZY,51440,04/02/2011,09/02/2011,16518,
648,WODOCIĄGOWY-4604,160,PRZECIWGROMOWY,17080,01/01/0001,04/05/0002,9375,
649,WODOCIĄGOWY-9326,132,ELEKTRYCZNY,130500,01/01/0001,07/10/0005,9536,
650,WODOCIĄGOWY-833,272,ELEKTRYCZNY,39600,01/01/0001,13/06/0002,9454,
651,WODOCIĄGOWY-2609,12,GRZEWCZY,156000,01/01/0001,05/05/0006,6358,
652,WODOCIĄGOWY-7135,160,ELEKTRYCZNY,31800,14/09/2011,22/09/2011,17752,
653,WODOCIĄGOWY-8492,268,ALARMOWY,24900,10/04/2011,11/04/2011,14864,
654,WODOCIĄGOWY-1997,30,ALARMOWY,58650,01/01/0001,19/03/0004,6582,
655,WODOCIĄGOWY-7321,9,ELEKTRYCZNY,1425,01/01/0001,20/01/0001,4361,
656,WODOCIĄGOWY-1098,201,GRZEWCZY,110240,31/12/2011,07/01/2012,12798,
657,WODOCIĄGOWY-5424,142,PRZECIWGROMOWY,47355,07/07/2011,13/07/2011,17651,
658,WODOCIĄGOWY-9873,38,OGRODNICZY,38975,31/10/2011,08/11/2011,16675,
659,WODOCIĄGOWY-7311,78,PRZECIWGROMOWY,59465,01/01/0001,27/08/0005,3324,
660,WODOCIĄGOWY-3752,109,PRZECIWGROMOWY,12845,01/01/0001,03/01/0002,170,
661,WODOCIĄGOWY-9289,210,ALARMOWY,60550,01/01/0001,26/04/0004,768,
662,WODOCIĄGOWY-8176,125,GRZEWCZY,80240,01/01/0001,01/10/0003,2283,
663,WODOCIĄGOWY-6140,265,WODOCIĄGOWY,45650,01/01/0001,11/04/0003,8775,
664,WODOCIĄGOWY-2537,145,WODOCIĄGOWY,5830,24/06/2011,01/07/2011,16001,
665,WODOCIĄGOWY-4133,70,GRZEWCZY,88960,29/01/2011,02/02/2011,18234,
666,WODOCIĄGOWY-4611,210,GRZEWCZY,55600,28/12/2011,28/12/2011,13711,
667,WODOCIĄGOWY-9608,98,ALARMOWY,53550,01/01/0001,08/12/0003,2244,
668,WODOCIĄGOWY-9073,235,ELEKTRYCZNY,137175,01/01/0001,04/01/0006,4782,
669,WODOCIĄGOWY-3138,160,PRZECIWGROMOWY,24080,07/04/2011,11/04/2011,18719,
670,WODOCIĄGOWY-9218,159,OGRODNICZY,49475,01/01/0001,03/06/0006,3522,
671,WODOCIĄGOWY-885,4,ELEKTRYCZNY,53850,12/11/2011,16/11/2011,14788,
672,WODOCIĄGOWY-7919,21,PRZECIWGROMOWY,56350,09/09/2011,17/09/2011,10849,
673,WODOCIĄGOWY-7071,178,ALARMOWY,62800,09/07/2011,18/07/2011,15689,
674,WODOCIĄGOWY-2343,104,ELEKTRYCZNY,22950,01/01/0001,03/11/0001,1976,
675,WODOCIĄGOWY-9998,102,WODOCIĄGOWY,69410,01/01/0001,16/06/0004,1384,
676,WODOCIĄGOWY-3497,64,ELEKTRYCZNY,3300,01/01/0001,14/02/0001,7345,
677,WODOCIĄGOWY-9498,32,PRZECIWGROMOWY,16590,01/01/0001,20/04/0002,8635,
678,WODOCIĄGOWY-2281,184,WODOCIĄGOWY,12705,25/07/2011,31/07/2011,17373,
679,WODOCIĄGOWY-3742,140,OGRODNICZY,49750,25/04/2011,01/05/2011,18540,
680,WODOCIĄGOWY-4175,257,ELEKTRYCZNY,9975,01/01/0001,14/05/0001,1922,
681,WODOCIĄGOWY-8838,253,GRZEWCZY,12560,01/01/0001,07/06/0001,1901,
682,WODOCIĄGOWY-1516,295,PRZECIWGROMOWY,42140,01/01/0001,19/04/0004,3779,
683,WODOCIĄGOWY-4203,281,GRZEWCZY,34800,01/01/0001,12/03/0002,6901,
684,WODOCIĄGOWY-4772,166,GRZEWCZY,86400,07/04/2011,09/04/2011,11190,
685,WODOCIĄGOWY-4460,14,GRZEWCZY,8480,01/01/0001,17/04/0001,4745,
686,WODOCIĄGOWY-1085,189,ALARMOWY,97800,01/01/0001,11/05/0006,3854,
687,WODOCIĄGOWY-97,142,OGRODNICZY,21275,01/01/0001,02/05/0003,1685,
688,WODOCIĄGOWY-481,6,OGRODNICZY,21925,24/10/2011,26/10/2011,12490,
689,WODOCIĄGOWY-4790,12,ALARMOWY,78550,01/01/0001,21/04/0005,3190,
690,WODOCIĄGOWY-9696,252,WODOCIĄGOWY,107250,03/07/2011,11/07/2011,12682,
691,WODOCIĄGOWY-5362,135,WODOCIĄGOWY,15015,12/11/2011,15/11/2011,15695,
692,WODOCIĄGOWY-2872,171,WODOCIĄGOWY,58245,01/01/0001,26/11/0003,8309,
693,WODOCIĄGOWY-8011,140,ALARMOWY,84950,20/03/2011,22/03/2011,17326,
694,WODOCIĄGOWY-7551,1,ALARMOWY,67850,01/01/0001,19/09/0004,5376,
695,WODOCIĄGOWY-5308,186,ELEKTRYCZNY,36300,01/01/0001,30/04/0002,9171,
696,WODOCIĄGOWY-4232,140,ALARMOWY,41400,13/04/2011,17/04/2011,17156,
697,WODOCIĄGOWY-7888,94,PRZECIWGROMOWY,58800,01/01/0001,08/08/0005,8771,
698,WODOCIĄGOWY-7428,268,WODOCIĄGOWY,29260,01/01/0001,17/06/0002,8746,
699,WODOCIĄGOWY-3675,167,ALARMOWY,44600,16/03/2011,22/03/2011,16536,
700,WODOCIĄGOWY-3660,253,GRZEWCZY,4960,20/02/2011,21/02/2011,14522,
701,WODOCIĄGOWY-5424,163,ELEKTRYCZNY,139425,01/01/0001,03/02/0006,721,
702,WODOCIĄGOWY-9684,6,OGRODNICZY,9525,01/01/0001,17/01/0002,2243,
703,WODOCIĄGOWY-1295,220,PRZECIWGROMOWY,7140,01/01/0001,24/07/0001,2947,
704,WODOCIĄGOWY-2496,286,WODOCIĄGOWY,86405,01/01/0001,21/04/0005,2642,
705,WODOCIĄGOWY-8550,253,PRZECIWGROMOWY,53235,01/01/0001,02/03/0005,9684,
706,WODOCIĄGOWY-4729,265,ELEKTRYCZNY,33825,01/01/0001,28/03/0002,9127,
707,WODOCIĄGOWY-9226,75,OGRODNICZY,40225,18/05/2011,24/05/2011,16697,
708,WODOCIĄGOWY-979,193,PRZECIWGROMOWY,61460,01/01/0001,23/10/0005,1495,
709,WODOCIĄGOWY-8612,185,ALARMOWY,60800,01/01/0001,01/05/0004,8579,
710,WODOCIĄGOWY-5970,262,ALARMOWY,24050,01/01/0001,27/04/0002,2361,
711,WODOCIĄGOWY-8096,166,WODOCIĄGOWY,99165,23/11/2011,23/11/2011,13409,
712,WODOCIĄGOWY-5447,184,PRZECIWGROMOWY,14315,01/01/0001,14/02/0002,1934,
713,WODOCIĄGOWY-4752,217,ELEKTRYCZNY,38700,01/01/0001,01/06/0002,3822,
714,WODOCIĄGOWY-7779,230,WODOCIĄGOWY,38445,01/01/0001,01/12/0002,3858,
715,WODOCIĄGOWY-382,218,ELEKTRYCZNY,102675,01/01/0001,01/10/0004,775,
716,WODOCIĄGOWY-7811,180,ALARMOWY,87900,01/01/0001,25/10/0005,3916,
717,WODOCIĄGOWY-2314,236,ALARMOWY,4450,01/01/0001,31/03/0001,6337,
718,WODOCIĄGOWY-9471,72,ELEKTRYCZNY,51450,08/09/2011,17/09/2011,16142,
719,WODOCIĄGOWY-9527,118,ELEKTRYCZNY,149400,01/01/0001,16/06/0006,6768,
720,WODOCIĄGOWY-7779,39,PRZECIWGROMOWY,61145,01/01/0001,14/10/0005,8485,
721,WODOCIĄGOWY-3087,93,ELEKTRYCZNY,144750,01/01/0001,15/04/0006,6740,
722,WODOCIĄGOWY-5874,183,WODOCIĄGOWY,65835,25/02/2011,25/02/2011,10385,
723,WODOCIĄGOWY-6099,292,WODOCIĄGOWY,84480,01/01/0001,17/03/0005,3337,
724,WODOCIĄGOWY-2821,55,OGRODNICZY,34050,04/08/2011,11/08/2011,12641,
725,WODOCIĄGOWY-6937,237,PRZECIWGROMOWY,34160,01/01/0001,04/09/0003,4834,
726,WODOCIĄGOWY-1813,62,OGRODNICZY,18375,01/01/0001,06/01/0003,9320,
727,WODOCIĄGOWY-9199,255,OGRODNICZY,31575,01/01/0001,17/06/0004,8800,
728,WODOCIĄGOWY-4549,144,WODOCIĄGOWY,82610,01/01/0001,11/02/0005,3493,
729,WODOCIĄGOWY-9224,149,ALARMOWY,71750,01/01/0001,06/12/0004,8935,
730,WODOCIĄGOWY-2850,126,ELEKTRYCZNY,74100,07/11/2011,15/11/2011,16583,
731,WODOCIĄGOWY-9350,109,GRZEWCZY,28960,01/04/2011,08/04/2011,10857,
732,WODOCIĄGOWY-1105,226,ELEKTRYCZNY,73050,26/06/2011,03/07/2011,18337,
733,WODOCIĄGOWY-1104,256,ELEKTRYCZNY,123825,28/08/2011,29/08/2011,13004,
734,WODOCIĄGOWY-8121,13,PRZECIWGROMOWY,21245,20/10/2011,27/10/2011,11343,
735,WODOCIĄGOWY-8374,250,OGRODNICZY,31150,01/01/0001,31/05/0004,8916,
736,WODOCIĄGOWY-898,10,PRZECIWGROMOWY,1715,01/01/0001,19/02/0001,6121,
737,WODOCIĄGOWY-5808,296,GRZEWCZY,17680,01/01/0001,10/08/0001,3861,
738,WODOCIĄGOWY-3546,107,ALARMOWY,75300,07/09/2011,16/09/2011,10778,
739,WODOCIĄGOWY-9681,145,ALARMOWY,89300,01/01/0001,22/11/0005,735,
740,WODOCIĄGOWY-9400,65,GRZEWCZY,48560,01/01/0001,31/08/0002,8943,
741,WODOCIĄGOWY-6070,2,WODOCIĄGOWY,48895,01/01/0001,09/06/0003,1873,
742,WODOCIĄGOWY-1,73,WODOCIĄGOWY,2915,11/03/2011,14/03/2011,10520,
743,WODOCIĄGOWY-2259,295,ELEKTRYCZNY,60225,01/01/0001,15/03/0003,5270,
744,WODOCIĄGOWY-7272,140,OGRODNICZY,16750,01/01/0001,02/11/0002,3228,
745,WODOCIĄGOWY-2685,98,PRZECIWGROMOWY,44450,25/08/2011,30/08/2011,12286,
746,WODOCIĄGOWY-543,252,GRZEWCZY,22800,21/02/2011,22/02/2011,15890,
747,WODOCIĄGOWY-8546,0,ALARMOWY,33500,11/02/2011,19/02/2011,11319,
748,WODOCIĄGOWY-4192,291,GRZEWCZY,87440,28/12/2011,06/01/2012,11753,
749,WODOCIĄGOWY-1096,229,ELEKTRYCZNY,84750,01/01/0001,05/02/0004,7926,
750,WODOCIĄGOWY-1543,93,PRZECIWGROMOWY,23905,09/04/2011,10/04/2011,19246,
751,WODOCIĄGOWY-3204,175,PRZECIWGROMOWY,35805,01/01/0001,21/10/0003,8131,
752,WODOCIĄGOWY-2481,122,PRZECIWGROMOWY,40075,28/11/2011,07/12/2011,14796,
753,WODOCIĄGOWY-5855,129,ALARMOWY,32800,01/01/0001,19/10/0002,9735,
754,WODOCIĄGOWY-3225,135,ALARMOWY,39600,01/01/0001,04/03/0003,328,
755,WODOCIĄGOWY-3492,245,ALARMOWY,42650,01/01/0001,04/05/0003,6224,
756,WODOCIĄGOWY-5019,288,OGRODNICZY,23825,01/01/0001,12/08/0003,8865,
757,WODOCIĄGOWY-8443,183,ALARMOWY,96250,01/01/0001,10/04/0006,1019,
758,WODOCIĄGOWY-4767,160,OGRODNICZY,27925,01/01/0001,23/01/0004,6559,
759,WODOCIĄGOWY-6943,201,PRZECIWGROMOWY,24255,10/06/2011,18/06/2011,16767,
760,WODOCIĄGOWY-6239,199,ALARMOWY,49300,01/01/0001,14/09/0003,9822,
761,WODOCIĄGOWY-1875,30,OGRODNICZY,8350,04/08/2011,04/08/2011,13869,
762,WODOCIĄGOWY-7865,35,WODOCIĄGOWY,68915,01/01/0001,07/06/0004,8630,
763,WODOCIĄGOWY-5495,139,OGRODNICZY,31425,01/01/0001,11/06/0004,780,
764,WODOCIĄGOWY-7889,57,ELEKTRYCZNY,75900,01/01/0001,10/10/0003,9357,
765,WODOCIĄGOWY-5404,169,ELEKTRYCZNY,104175,01/01/0001,21/10/0004,7996,
766,WODOCIĄGOWY-6654,81,OGRODNICZY,28825,11/06/2011,16/06/2011,19219,
767,WODOCIĄGOWY-8462,40,GRZEWCZY,35280,20/09/2011,21/09/2011,10437,
768,WODOCIĄGOWY-8151,152,WODOCIĄGOWY,104995,14/02/2011,16/02/2011,16215,
769,WODOCIĄGOWY-1051,35,ALARMOWY,81100,01/01/0001,11/06/0005,5348,
770,WODOCIĄGOWY-6795,249,ELEKTRYCZNY,111525,21/09/2011,25/09/2011,15183,
771,WODOCIĄGOWY-9518,212,OGRODNICZY,33650,07/06/2011,11/06/2011,19397,
772,WODOCIĄGOWY-5615,239,PRZECIWGROMOWY,36295,01/01/0001,04/11/0003,3109,
773,WODOCIĄGOWY-9553,249,ELEKTRYCZNY,25950,15/12/2011,20/12/2011,17677,
774,WODOCIĄGOWY-5263,286,OGRODNICZY,39575,25/01/2011,29/01/2011,15786,
775,WODOCIĄGOWY-5738,15,OGRODNICZY,8550,02/01/2012,11/01/2012,13494,
776,WODOCIĄGOWY-1823,217,ALARMOWY,27950,01/01/0001,14/07/0002,2685,
777,WODOCIĄGOWY-5899,89,OGRODNICZY,42200,01/01/0001,16/08/0005,5469,
778,WODOCIĄGOWY-4963,91,ALARMOWY,900,02/03/2011,02/03/2011,12369,
779,WODOCIĄGOWY-9987,186,WODOCIĄGOWY,53625,01/01/0001,03/09/0003,3093,
780,WODOCIĄGOWY-9385,6,GRZEWCZY,46240,01/01/0001,02/08/0002,7384,
781,WODOCIĄGOWY-5417,247,ALARMOWY,19250,19/05/2011,27/05/2011,19286,
782,WODOCIĄGOWY-6116,223,ALARMOWY,23300,01/01/0001,12/04/0002,1053,
783,WODOCIĄGOWY-5596,51,OGRODNICZY,6150,08/05/2011,10/05/2011,17128,
784,WODOCIĄGOWY-9025,274,GRZEWCZY,37360,01/01/0001,13/04/0002,8814,
785,WODOCIĄGOWY-1300,246,WODOCIĄGOWY,41965,23/05/2011,29/05/2011,16021,
786,WODOCIĄGOWY-1548,216,PRZECIWGROMOWY,68635,01/01/0001,16/05/0006,5363,
787,WODOCIĄGOWY-5098,197,ALARMOWY,63350,01/02/2011,02/02/2011,18234,
788,WODOCIĄGOWY-2577,295,OGRODNICZY,12550,17/10/2011,22/10/2011,13880,
789,WODOCIĄGOWY-6256,190,ELEKTRYCZNY,136500,20/06/2011,23/06/2011,18899,
790,WODOCIĄGOWY-3901,62,ELEKTRYCZNY,73275,01/01/0001,05/09/0003,4696,
791,WODOCIĄGOWY-7570,154,OGRODNICZY,30350,03/06/2011,07/06/2011,13529,
792,WODOCIĄGOWY-6099,104,OGRODNICZY,40425,11/02/2011,19/02/2011,10313,
793,WODOCIĄGOWY-3253,70,OGRODNICZY,47225,01/01/0001,05/03/0006,8640,
794,WODOCIĄGOWY-6640,67,GRZEWCZY,109360,31/08/2011,04/09/2011,19972,
795,WODOCIĄGOWY-8826,151,GRZEWCZY,7200,01/07/2011,04/07/2011,10335,
796,WODOCIĄGOWY-3368,193,WODOCIĄGOWY,20185,01/01/0001,03/01/0002,7055,
797,WODOCIĄGOWY-3538,221,ALARMOWY,85700,06/09/2011,08/09/2011,14971,
798,WODOCIĄGOWY-2331,43,WODOCIĄGOWY,53295,19/07/2011,25/07/2011,17340,
799,WODOCIĄGOWY-3819,123,WODOCIĄGOWY,55715,06/06/2011,11/06/2011,13125,
800,WODOCIĄGOWY-6680,213,OGRODNICZY,5375,26/08/2011,02/09/2011,18810,
801,WODOCIĄGOWY-495,262,PRZECIWGROMOWY,9940,01/01/0001,12/10/0001,7823,
802,WODOCIĄGOWY-3607,256,PRZECIWGROMOWY,29365,01/01/0001,20/04/0003,3061,
803,WODOCIĄGOWY-3522,124,ELEKTRYCZNY,9225,02/09/2011,06/09/2011,15677,
804,WODOCIĄGOWY-2991,184,ALARMOWY,500,30/12/2011,01/01/2012,16273,
805,WODOCIĄGOWY-7625,190,ALARMOWY,2600,24/10/2011,26/10/2011,12087,
806,WODOCIĄGOWY-6762,156,WODOCIĄGOWY,14135,01/01/0001,15/09/0001,7223,
807,WODOCIĄGOWY-9322,48,WODOCIĄGOWY,89650,01/01/0001,19/06/0005,7727,
808,WODOCIĄGOWY-4524,135,OGRODNICZY,22250,01/01/0001,10/06/0003,6889,
809,WODOCIĄGOWY-3575,211,ELEKTRYCZNY,47100,01/01/0001,21/09/0002,6206,
810,WODOCIĄGOWY-8488,186,PRZECIWGROMOWY,29855,01/01/0001,04/05/0003,6258,
811,WODOCIĄGOWY-283,65,GRZEWCZY,112320,01/01/0001,05/11/0004,3449,
812,WODOCIĄGOWY-5628,88,GRZEWCZY,28640,01/01/0001,25/12/0001,7979,
813,WODOCIĄGOWY-2676,186,ELEKTRYCZNY,40200,01/01/0001,21/06/0002,9354,
814,WODOCIĄGOWY-3517,52,OGRODNICZY,28625,09/08/2011,16/08/2011,19439,
815,WODOCIĄGOWY-8486,165,OGRODNICZY,37025,24/01/2011,24/01/2011,15854,
816,WODOCIĄGOWY-5784,160,ELEKTRYCZNY,46350,01/01/0001,11/09/0002,6564,
817,WODOCIĄGOWY-1848,156,GRZEWCZY,101600,19/04/2011,25/04/2011,13881,
818,WODOCIĄGOWY-1042,240,GRZEWCZY,67680,02/11/2011,05/11/2011,16318,
819,WODOCIĄGOWY-189,198,ELEKTRYCZNY,128850,01/01/0001,15/09/0005,7212,
820,WODOCIĄGOWY-4233,5,OGRODNICZY,17375,29/07/2011,06/08/2011,11278,
821,WODOCIĄGOWY-8316,115,ELEKTRYCZNY,2700,01/01/0001,06/02/0001,8437,
822,WODOCIĄGOWY-3609,264,PRZECIWGROMOWY,62860,13/01/2012,22/01/2012,12380,
823,WODOCIĄGOWY-291,249,PRZECIWGROMOWY,66990,01/01/0001,30/03/0006,2869,
824,WODOCIĄGOWY-5731,175,WODOCIĄGOWY,63745,01/01/0001,05/03/0004,5197,
825,WODOCIĄGOWY-5866,124,ELEKTRYCZNY,4575,01/01/0001,03/03/0001,7873,
826,WODOCIĄGOWY-9689,285,ELEKTRYCZNY,106125,10/06/2011,19/06/2011,16670,
827,WODOCIĄGOWY-4308,95,ALARMOWY,77950,01/01/0001,09/04/0005,1951,
828,WODOCIĄGOWY-7311,52,GRZEWCZY,39680,17/02/2011,19/02/2011,10805,
829,WODOCIĄGOWY-5180,257,ALARMOWY,64750,01/01/0001,19/07/0004,9492,
830,WODOCIĄGOWY-52,48,ELEKTRYCZNY,111525,01/01/0001,27/01/0005,7729,
831,WODOCIĄGOWY-463,192,ALARMOWY,24450,01/01/0001,05/05/0002,8833,
832,WODOCIĄGOWY-6466,16,ELEKTRYCZNY,31050,23/04/2011,26/04/2011,16419,
833,WODOCIĄGOWY-2804,248,ELEKTRYCZNY,76500,01/01/0001,18/10/0003,6114,
834,WODOCIĄGOWY-5684,259,ELEKTRYCZNY,149550,01/11/2011,10/11/2011,16519,
835,WODOCIĄGOWY-780,162,GRZEWCZY,3680,01/01/0001,16/02/0001,6924,
836,WODOCIĄGOWY-7817,194,ELEKTRYCZNY,132225,01/01/0001,30/10/0005,1798,
837,WODOCIĄGOWY-1191,88,OGRODNICZY,35950,01/01/0001,09/12/0004,2819,
838,WODOCIĄGOWY-8777,236,OGRODNICZY,47500,01/01/0001,16/03/0006,3979,
839,WODOCIĄGOWY-2942,154,OGRODNICZY,28275,21/04/2011,28/04/2011,11965,
840,WODOCIĄGOWY-4961,190,ALARMOWY,7250,01/01/0001,26/05/0001,3058,
841,WODOCIĄGOWY-9769,115,OGRODNICZY,19100,01/01/0001,04/02/0003,7241,
842,WODOCIĄGOWY-9399,112,ELEKTRYCZNY,43575,19/04/2011,24/04/2011,15597,
843,WODOCIĄGOWY-609,113,ALARMOWY,78650,05/01/2012,06/01/2012,14333,
844,WODOCIĄGOWY-5494,112,GRZEWCZY,134720,01/01/0001,12/08/0005,8738,
845,WODOCIĄGOWY-9239,192,ALARMOWY,95600,19/11/2011,24/11/2011,19635,
846,WODOCIĄGOWY-5089,151,GRZEWCZY,124560,01/01/0001,07/04/0005,6564,
847,WODOCIĄGOWY-9512,120,GRZEWCZY,21200,01/01/0001,23/09/0001,5500,
848,WODOCIĄGOWY-4924,234,ALARMOWY,22000,09/08/2011,10/08/2011,11532,
849,WODOCIĄGOWY-7505,169,PRZECIWGROMOWY,40460,27/12/2011,30/12/2011,11279,
850,WODOCIĄGOWY-207,95,WODOCIĄGOWY,16005,17/05/2011,26/05/2011,11541,
851,WODOCIĄGOWY-3678,118,ALARMOWY,37100,01/01/0001,13/01/0003,134,
852,WODOCIĄGOWY-1634,255,ELEKTRYCZNY,37725,01/01/0001,19/05/0002,4805,
853,WODOCIĄGOWY-3412,55,PRZECIWGROMOWY,56770,01/01/0001,11/06/0005,6530,
854,WODOCIĄGOWY-4591,240,GRZEWCZY,48560,19/10/2011,22/10/2011,16208,
855,WODOCIĄGOWY-8211,225,ELEKTRYCZNY,13125,01/01/0001,25/06/0001,2414,
856,WODOCIĄGOWY-6032,287,OGRODNICZY,42800,29/04/2011,07/05/2011,11512,
857,WODOCIĄGOWY-7205,225,ALARMOWY,17300,06/07/2011,13/07/2011,14075,
858,WODOCIĄGOWY-5133,16,ELEKTRYCZNY,124875,21/05/2011,26/05/2011,15997,
859,WODOCIĄGOWY-6664,133,ELEKTRYCZNY,129525,16/01/2012,25/01/2012,17205,
860,WODOCIĄGOWY-8881,278,PRZECIWGROMOWY,5880,01/01/0001,18/06/0001,6751,
861,WODOCIĄGOWY-4386,135,OGRODNICZY,15675,01/01/0001,20/09/0002,7795,
862,WODOCIĄGOWY-3668,211,PRZECIWGROMOWY,44100,30/05/2011,01/06/2011,17650,
863,WODOCIĄGOWY-1976,175,GRZEWCZY,159520,01/01/0001,18/06/0006,4267,
864,WODOCIĄGOWY-4306,221,PRZECIWGROMOWY,16870,01/01/0001,28/04/0002,7476,
865,WODOCIĄGOWY-6937,125,ELEKTRYCZNY,111225,15/11/2011,19/11/2011,14359,
866,WODOCIĄGOWY-5551,10,GRZEWCZY,6800,01/01/0001,27/03/0001,4470,
867,WODOCIĄGOWY-8587,250,PRZECIWGROMOWY,65870,30/05/2011,02/06/2011,18781,
868,WODOCIĄGOWY-4480,289,WODOCIĄGOWY,32230,19/03/2011,26/03/2011,12566,
869,WODOCIĄGOWY-6987,278,ALARMOWY,96550,01/01/0001,16/04/0006,2904,
870,WODOCIĄGOWY-2644,159,ELEKTRYCZNY,124950,01/01/0001,25/07/0005,995,
871,WODOCIĄGOWY-1139,190,ELEKTRYCZNY,101175,04/06/2011,06/06/2011,11327,
872,WODOCIĄGOWY-4528,68,OGRODNICZY,20325,01/01/0001,25/03/0003,5073,
873,WODOCIĄGOWY-7161,110,ELEKTRYCZNY,17100,01/01/0001,17/08/0001,1327,
874,WODOCIĄGOWY-1835,157,WODOCIĄGOWY,101090,08/05/2011,12/05/2011,16004,
875,WODOCIĄGOWY-5852,156,WODOCIĄGOWY,37785,02/05/2011,02/05/2011,12043,
876,WODOCIĄGOWY-6583,35,ALARMOWY,77850,24/08/2011,30/08/2011,18430,
877,WODOCIĄGOWY-8173,194,PRZECIWGROMOWY,37730,01/01/0001,15/12/0003,4545,
878,WODOCIĄGOWY-5475,166,OGRODNICZY,38400,04/03/2011,04/03/2011,18541,
879,WODOCIĄGOWY-8695,160,OGRODNICZY,23300,07/04/2011,15/04/2011,10261,
880,WODOCIĄGOWY-7469,222,GRZEWCZY,8480,10/08/2011,11/08/2011,12774,
881,WODOCIĄGOWY-3909,21,ALARMOWY,98950,03/06/2011,12/06/2011,16216,
882,WODOCIĄGOWY-8903,211,WODOCIĄGOWY,48455,01/01/0001,01/06/0003,1699,
883,WODOCIĄGOWY-2926,162,PRZECIWGROMOWY,13825,04/01/2012,08/01/2012,10583,
884,WODOCIĄGOWY-611,260,ALARMOWY,94300,01/01/0001,02/03/0006,387,
885,WODOCIĄGOWY-6544,250,GRZEWCZY,74800,01/01/0001,25/07/0003,2462,
886,WODOCIĄGOWY-7479,279,ALARMOWY,73650,27/12/2011,29/12/2011,18218,
887,WODOCIĄGOWY-6755,241,OGRODNICZY,38050,01/01/0001,03/03/0005,7897,
888,WODOCIĄGOWY-9129,226,ELEKTRYCZNY,16725,01/01/0001,12/08/0001,7250,
889,WODOCIĄGOWY-199,196,ELEKTRYCZNY,22425,01/01/0001,27/10/0001,3958,
890,WODOCIĄGOWY-6329,253,ELEKTRYCZNY,113400,29/04/2011,05/05/2011,12755,
891,WODOCIĄGOWY-6668,255,OGRODNICZY,25600,14/02/2011,21/02/2011,15714,
892,WODOCIĄGOWY-7873,59,ALARMOWY,19850,01/01/0001,02/02/0002,2736,
893,WODOCIĄGOWY-6559,31,GRZEWCZY,111840,01/01/0001,30/10/0004,9913,
894,WODOCIĄGOWY-6293,87,WODOCIĄGOWY,33550,26/04/2011,01/05/2011,16123,
895,WODOCIĄGOWY-3073,21,GRZEWCZY,159760,13/11/2011,18/11/2011,18180,
896,WODOCIĄGOWY-3224,182,ALARMOWY,8050,01/01/0001,11/06/0001,9068,
897,WODOCIĄGOWY-265,92,PRZECIWGROMOWY,59780,01/01/0001,05/09/0005,5781,
898,WODOCIĄGOWY-4558,148,OGRODNICZY,17675,30/01/2011,02/02/2011,14423,
899,WODOCIĄGOWY-183,165,ELEKTRYCZNY,31800,23/05/2011,25/05/2011,10979,
900,WODOCIĄGOWY-6040,157,ALARMOWY,47650,27/09/2011,27/09/2011,13998,
901,WODOCIĄGOWY-171,279,GRZEWCZY,61360,01/01/0001,07/02/0003,7007,
902,WODOCIĄGOWY-1680,230,WODOCIĄGOWY,65505,01/01/0001,06/04/0004,8009,
903,WODOCIĄGOWY-1571,296,ALARMOWY,60850,22/07/2011,28/07/2011,12190,
904,WODOCIĄGOWY-9954,126,OGRODNICZY,44700,04/03/2011,05/03/2011,14489,
905,WODOCIĄGOWY-7634,51,OGRODNICZY,20025,01/01/0001,13/03/0003,5712,
906,WODOCIĄGOWY-1823,257,ELEKTRYCZNY,62550,01/01/0001,15/04/0003,7143,
907,WODOCIĄGOWY-8395,238,GRZEWCZY,63840,21/04/2011,27/04/2011,17965,
908,WODOCIĄGOWY-7956,288,ELEKTRYCZNY,28125,23/05/2011,25/05/2011,19096,
909,WODOCIĄGOWY-6282,266,PRZECIWGROMOWY,43680,31/08/2011,06/09/2011,18693,
910,WODOCIĄGOWY-8846,127,GRZEWCZY,6480,01/01/0001,23/03/0001,4157,
911,WODOCIĄGOWY-7126,218,OGRODNICZY,27525,23/12/2011,01/01/2012,14721,
912,WODOCIĄGOWY-9491,14,GRZEWCZY,69120,15/04/2011,16/04/2011,19172,
913,WODOCIĄGOWY-6475,90,PRZECIWGROMOWY,6160,01/01/0001,26/06/0001,7599,
